sku,group_skus.0,options.0,options.1,group,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.target_posting_template,fields.target_listing_action,fields.garment_rise,fields.garment_waist_closure,fields.pattern_group,fields.swimwear_style,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.upf_rating,fields.subtype,fields.gender,fields.size_grouping,fields.audience,fields.garment_back_type,fields.garment_closure_type,fields.garment_sleeve_length_type,fields.sheerness,fields.bra_cup_construction,fields.coverage,fields.tax,fields.garment_construction_details,fields.season,options.0,options.1,group,barcode,name,fields.bullet_4_x,fields.bullet_5_x,fields.weight.value,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.1,fields.package_weight.value,fields.target_color,fields.abn_size,fields.bullet_4_y,fields.bullet_5_y,fields.color,fields.size
variant-55,,size,color,product,Coppersuit - Women's Banded Halter Longline Bra Swimsuit Top,Coppersuit,"Our Coppersuit Banded Halter Longline Bra is the ultimate sleek swimwear for the modern, active individual. Offering UPF 50+ protection, this swimsuit bra is designed with copper-infused fabric as well as antibacterial and odor-control properties to keep you feeling fresh all day long. Removable cups and a stylish racerback halter design will give you comfortable and secure support for all your activities in and out of the water. Pair this sleek swim top with any Coppersuit Swim Bottom for a complete look.",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,Removable cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Longline,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-55,Coppersuit - Women's Banded Halter Longline Bra Swimsuit Top,,,,,,,,,,,,,,
variant-59,,size,color,product,Coppersuit - Women's Long Sleeve Rashguard Swimsuit Top,Coppersuit,"Get extra sun protection while staying fresh and stylish with our Coppersuit Long Sleeve Rash Guard. This swimsuit top comes with long sleeves to provide additional coverage for your arms as well as sun protection with UPF 50+. Designed with copper-infused fabric for antibacterial and odor-control properties, these unique swim bottoms will keep you feeling fresh while you stay active all day long. Match this Long Sleeve Rash Guard with our Coppersuit Swim Shorts for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,Removable cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Rashguard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Rash Guard Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-59,Coppersuit - Women's Long Sleeve Rashguard Swimsuit Top,,,,,,,,,,,,,,
variant-63,,size,color,product,Coppersuit - Women's Short Sleeve Zip Front Rashguard Swimsuit Top,Coppersuit,"Look stylish and ready to hit the water with our Coppersuit Short Sleeve Zip Front Rashguard. An adjustable zip front allows you to choose how you want wear this sleek rashguard, and you'll get extra sun protection with the swimsuit's UPF 50+ sun protection. Designed with copper-infused fabric for antibacterial and odor-control properties, this short sleeve rashguard will keep you fresh and comfortable all day long. Pair this short sleeve zip front rashguard with our Coppersuit Paddleboard Pants for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,Removable cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Rashguard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Rash Guard Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-63,Coppersuit - Women's Short Sleeve Zip Front Rashguard Swimsuit Top,,,,,,,,,,,,,,
variant-67,,size,color,product,Coppersuit - Women's Long Sleeve Zip Front Swim Hoodie,Coppersuit,"Get extra coverage and protection for all your time under the sun! Providing UPF 50+ sun protection, our Coppersuit Long Sleeve Zip Front Swim Hoodie is the perfect companion for your active day in the water. Designed with copper-infused fabric for antibacterial and odor-control properties, this adjustable zip front hoodie will keep you fresh and comfortable on your beach day. Pair this long sleeve swim hoodie with our Coppersuit Paddleboard Pants for full, protective coverage from the sun!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,Removable cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Rashguard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Rash Guard Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-67,Coppersuit - Women's Long Sleeve Zip Front Swim Hoodie,,,,,,,,,,,,,,
variant-71,,size,color,product,CopperControl by Coppersuit - Women's Cross Front Bra Swimsuit Top,Coppersuit,"You'll love how you feel and look in our Copper Control Cross Front Bra, which will give you a flattering fit. Designed with a stylish cross front design and back tie, this supportive swim bra comes with sewn-in cups and shaping features for a slimming fit. The swim top is also designed with copper-infused fabric for antibacterial and odor-control properties to help you stay fresh all day long. Pair with our Copper Control Tummy Control Swim Bottoms!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,sewn-in cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-71,CopperControl by Coppersuit - Women's Cross Front Bra Swimsuit Top,,,,,,,,,,,,,,
variant-75,,size,color,product,CopperControl by Coppersuit - Women's Cross Front Tankini Swimsuit Top,Coppersuit,"Our Copper Control Cross Front Tankini is an easy breezy swim top designed to make you look and feel great on the beach. This fitted tankini features an eye-catching cross front detail while supportive sewn-in cups give you secure comfort in and out of the water. Designed with copper-infused fabric for antibacterial and odor-control properties, you'll feel fresh and ready for whatever fun comes your way. Pair this Cross Front Tankini with our Copper Control Ruched Bottoms for a figure-flattering beach look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,sewn-in cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Tankini,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-75,CopperControl by Coppersuit - Women's Cross Front Tankini Swimsuit Top,,,,,,,,,,,,,,
variant-79,,size,color,product,CopperControl by Coppersuit - Women's Scarf Hem Tankini Swimsuit Top,Coppersuit,"Enjoy the sun in easy breezy style with our Copper Control Cross Scarf Hem Tankini. This tankini features a casual scarf hem design that will flatter your figure, while supportive sewn-in cups give you secure comfort in and out of the water. Designed with copper-infused fabric for antibacterial and odor-control properties, you'll feel fresh and ready for whatever fun comes your way. Match our Scarf Hem Tankini with our Copper Control Ruched Bottoms for fabulous beach look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,sewn-in cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Tankini,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-79,CopperControl by Coppersuit - Women's Scarf Hem Tankini Swimsuit Top,,,,,,,,,,,,,,
variant-83,,size,color,product,CopperControl by Coppersuit - Women's Long Sleeve Rashguard Swimsuit Top,Coppersuit,"Our Copper Control Long Sleeve Rashguard is the perfect choice for any beachgoer who wants more coverage. This rashguard swim top provides UPF 50+ sun protection and a flattering, comfortable fit so you can feel comfortable while you spend all day in the water. Designed with copper-infused fabric for antibacterial and odor-control properties, you'll feel fresh and ready for sun and surf. Pair this rashguard with our Copper Control Super High Waist Tummy Control Bottoms for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,Removable cups,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused.,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Swimsuit Tops,FULL,,,Solid,Rashguard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Rash Guard Tops,Female,Womens,Adult (18 Years and Up),Open,Pullover,,Opaque,Molded Cup,,,,Vacation,size,color,product,variant-83,CopperControl by Coppersuit - Women's Long Sleeve Rashguard Swimsuit Top,,,,,,,,,,,,,,
variant-85,,size,color,product,CopperControl by Coppersuit - Women's Tummy Control Convertible Swim Dress,Coppersuit,"Our Copper Control Swim Dress with Tummy Control is an eye-catching one piece that will impress at the beach or pool. This swim dress with v-neck cut will flatter and show off your neckline, while tummy control features provide a flattering fit for your figure. Designed with copper-infused fabric for antibacterial and odor-control properties, you'll feel fresh all day. For a complete beach day look, pair this Swim Dress with any swimsuit Cover Up!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",sewn-in cups,One Piece Swimsuits New,FULL,,,Solid,Dress,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,Bathing Suits,,Vacation,size,color,product,variant-85,CopperControl by Coppersuit - Women's Tummy Control Convertible Swim Dress,,,,,,,,,,,,,,
variant-90,,size,color,product,CopperControl by Coppersuit - Women's Tummy Control Convertible Cross Front One Piece Swimsuit,Coppersuit,"Feel confident and show off your figure with our Copper Control Cross Front One Piece with Tummy Control. This flattering one piece swimsuit is designed with a stylish cross back design and sewn-in cups for a secure fit. Tummy control features will hug your silhouette and shape your curves, giving you a smooth and comfortable fit. The one piece is also designed with copper-infused fabric for antibacterial and odor-control properties so you'll feel fresh all day.",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",sewn-in cups,One Piece Swimsuits New,FULL,,,Solid,Bandeau,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,Bathing Suits,,Vacation,size,color,product,variant-90,CopperControl by Coppersuit - Women's Tummy Control Convertible Cross Front One Piece Swimsuit,,,,,,,,,,,,,,
variant-95,,size,color,product,CopperControl by Coppersuit - Women's Tummy Control Skirted Swim Bottom,Coppersuit,"Our Copper Control Skirted Swim Bottom will help you look and feel your best, whether at the beach or at the pool. This flattering swim skirt has tummy control features to show off your figure and a side slit for ease of movement and comfort. Designed with copper-infused fabric for antibacterial and odor-control properties, you'll feel fresh and ready wherever you are. Pair this swim skirt with our Copper Control Cross Front Bra!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Skirt,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Skirts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,size,color,product,variant-95,CopperControl by Coppersuit - Women's Tummy Control Skirted Swim Bottom,,,,,,,,,,,,,,
variant-96,,size,color,product,Coppersuit Women's Barbados Bloom Zip Front Rashguard One Piece Swimsuit,Coppersuit,"Enjoy sun and surf in our colorful Long Raglan Sleeve One Piece. This long sleeve rashguard swimsuit is designed with a bright, floral print, and is perfectly tailored for active water enthusiasts. Removable cups and long sleeves give added protection and coverage. The copper-infused fabric provides anti-bacterial and anti-odor benefits, but also UPF 50+ protective features. Ideal for those who love being active in the water, this one piece offers both comfort and protection for all-day freshness.",Nylon,Floral,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,Heat Transfer Logo At Center Back Neck,Black Zipper W/ Coppersuit Zipper Pull,One Piece Swimsuits New,FULL,,,Botanical,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Long Sleeve,,,Full,Bathing Suits,Full Lining,Vacation,size,color,product,variant-96,Coppersuit Women's Barbados Bloom Zip Front Rashguard One Piece Swimsuit,,,,,,,,,,,,,,
variant-101,,size,color,product,Coppersuit Women's Colorblock Zip Front Rashguard One Piece Swimsuit,Coppersuit,Add a bright pop of color to your beach day in our Long Raglan Sleeve One Piece. This sleek one piece swimsuit comes with removable cups and long sleeves for added protection and coverage. The copper-infused fabric provides anti-bacterial and anti-odor benefits as well as UPF 50+ protective features so you can spend all day in the sun and still feel fresh. You'll be ready for a summer of surf and sand with this swimsuit!,Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,Heat Transfer Logo At Center Back Neck,Black Zipper W/ Coppersuit Zipper Pull,One Piece Swimsuits New,FULL,,,Textile Designs,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Long Sleeve,,,Full,Bathing Suits,Full Lining,Vacation,size,color,product,variant-101,Coppersuit Women's Colorblock Zip Front Rashguard One Piece Swimsuit,,,,,,,,,,,,,,
variant-106,,size,color,product,Coppersuit Women's Barbados Bloom Lace Up Compression One Piece Swimsuit,Coppersuit,"Feel fresh and beach ready in our vibrant Lace Up Compression Suit. This sleeveless V-neck one piece with a vibrant floral print is designed for women who want to enjoy the water in style. The copper-infused fabric carries anti-bacterial and anti-odor benefits, providing a fresh feel throughout the day. With removable cups and UPF 50+ protective features, this one piece swimsuit offers unmatched support and protection. Pack this swimsuit on your next beach vacation!",Nylon,Floral,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,Heat Transfer Logo At Center Back Neck,,One Piece Swimsuits New,FULL,,,Botanical,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,size,color,product,variant-106,Coppersuit Women's Barbados Bloom Lace Up Compression One Piece Swimsuit,,,,,,,,,,,,,,
